                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.8593,                 1.3003,                 1.0418,                 2.2806,                 1.8478,                 1.0002,                0.76434,                0.65217,                0.72237,                0.46564,                 1.7856,                 1.2195,                 1.0377,                 2.2101,                 1.7227,                0.99908,             0.00048322,             0.00048322,             0.00048322
                     12,                 1.8523,                 1.2458,                 1.0437,                  2.286,                 1.8046,                 1.0022,                0.71035,                0.67651,                0.74182,                0.47704,                 1.7671,                 1.2177,                 1.0282,                 2.1912,                 1.7621,                0.98892,             0.00047158,             0.00047158,             0.00047158
                     13,                 1.8309,                 1.2198,                 1.0379,                 2.2527,                 1.7702,                0.99698,                0.80478,                0.68091,                0.76048,                0.48999,                 1.7885,                 1.1691,                 1.0245,                 2.1843,                 1.6527,                0.98103,             0.00045993,             0.00045993,             0.00045993
                     14,                 1.8241,                 1.2038,                 1.0357,                 2.2419,                 1.7312,                0.99501,                  0.758,                  0.696,                0.74882,                 0.4792,                 1.7809,                 1.1238,                 1.0248,                  2.177,                 1.5971,                0.99453,             0.00044829,             0.00044829,             0.00044829
                     15,                 1.8026,                 1.1797,                 1.0272,                 2.2397,                 1.7248,                0.99412,                0.78869,                0.68136,                0.76788,                0.48709,                 1.7635,                 1.1097,                 1.0235,                 2.1338,                 1.5939,                 0.9774,             0.00043665,             0.00043665,             0.00043665
                     16,                 1.7947,                  1.155,                 1.0247,                 2.2275,                 1.6811,                0.98697,                0.79662,                0.70034,                0.77158,                0.49542,                 1.7603,                 1.0968,                 1.0234,                 2.1742,                 1.5765,                0.98301,             0.00042501,             0.00042501,             0.00042501
                     17,                 1.7712,                 1.1303,                 1.0179,                 2.2101,                 1.6581,                0.98246,                0.79907,                0.73787,                0.79575,                0.52097,                 1.7102,                  1.079,                 1.0085,                 2.1381,                 1.5458,                0.97477,             0.00041336,             0.00041336,             0.00041336
                     18,                 1.7732,                 1.1478,                 1.0138,                 2.2003,                 1.6416,                0.97927,                0.83636,                0.68659,                0.80545,                0.51751,                 1.7309,                 1.0666,                 1.0182,                  2.113,                 1.5433,                0.97894,             0.00040172,             0.00040172,             0.00040172
                     19,                  1.747,                 1.1039,                 1.0112,                 2.1835,                 1.6177,                0.97773,                0.70287,                0.73919,                0.77876,                0.51034,                 1.7288,                 1.0453,                 1.0093,                 2.1185,                 1.5232,                0.97076,             0.00039008,             0.00039008,             0.00039008
                     20,                 1.7556,                 1.0843,                  1.015,                  2.178,                 1.5847,                0.98203,                0.80031,                0.73002,                0.79989,                 0.5185,                 1.7201,                 1.0276,                 1.0056,                 2.1156,                 1.4995,                0.97523,             0.00037844,             0.00037844,             0.00037844
                     21,                 1.7382,                 1.0747,                  1.013,                 2.1636,                 1.5703,                0.98039,                0.79004,                0.75346,                0.80787,                0.52273,                 1.7365,                 1.0291,                  1.014,                 2.1356,                 1.4698,                0.97493,             0.00036679,             0.00036679,             0.00036679
                     22,                 1.7241,                 1.0615,                 1.0079,                 2.1551,                 1.5563,                0.97707,                 0.8201,                0.73068,                0.79438,                0.53011,                 1.6762,                0.99954,                0.99975,                 2.0834,                 1.4803,                0.96782,             0.00035515,             0.00035515,             0.00035515
                     23,                 1.7245,                  1.047,                 1.0012,                  2.167,                 1.5302,                 0.9715,                  0.735,                0.77838,                0.81743,                0.53789,                 1.6998,                0.98856,                 1.0063,                 2.0885,                 1.4435,                0.97154,             0.00034351,             0.00034351,             0.00034351
                     24,                 1.7124,                 1.0421,                 1.0058,                 2.1543,                 1.5218,                0.97697,                0.77876,                0.76499,                0.82111,                0.54733,                 1.6849,                 1.0004,                 1.0023,                 2.0856,                  1.448,                0.96668,             0.00033187,             0.00033187,             0.00033187
                     25,                 1.6999,                 1.0257,                0.99953,                 2.1422,                 1.5094,                0.96824,                0.84311,                0.73575,                0.82844,                0.55009,                  1.678,                0.97663,                0.99771,                 2.0752,                 1.4132,                0.96608,             0.00032022,             0.00032022,             0.00032022
                     26,                 1.6814,                  1.006,                0.99729,                 2.1318,                 1.4857,                 0.9675,                0.76459,                 0.7706,                0.82893,                0.54358,                 1.6803,                0.97909,                 0.9974,                 2.0612,                 1.4092,                0.95953,             0.00030858,             0.00030858,             0.00030858
                     27,                 1.6791,                0.99897,                0.99301,                 2.1212,                 1.4731,                0.96253,                0.73777,                0.79694,                0.82136,                0.53459,                 1.6747,                0.96238,                0.99671,                 2.0879,                 1.4048,                0.96111,             0.00029694,             0.00029694,             0.00029694
                     28,                 1.6781,                0.99395,                0.99242,                 2.1248,                 1.4701,                0.96437,                0.81582,                 0.7903,                0.84621,                0.55895,                 1.6736,                0.97089,                0.99699,                 2.0697,                 1.4054,                0.96116,              0.0002853,              0.0002853,              0.0002853
                     29,                 1.6577,                0.98438,                0.98677,                 2.1069,                  1.448,                0.96083,                0.82532,                0.78686,                0.84089,                 0.5511,                 1.6747,                0.95454,                0.99441,                 2.0689,                 1.3813,                0.96038,             0.00027366,             0.00027366,             0.00027366
                     30,                 1.6548,                0.98357,                0.99124,                 2.1015,                 1.4497,                 0.9623,                  0.821,                0.79599,                0.83026,                 0.5489,                 1.6743,                0.95304,                0.99463,                  2.077,                 1.3663,                0.96588,             0.00026201,             0.00026201,             0.00026201
                     31,                 1.6402,                0.96823,                0.99023,                 2.0905,                 1.4368,                0.96255,                0.78133,                0.81564,                0.85153,                0.56542,                 1.6554,                0.94033,                0.99371,                 2.0627,                 1.3525,                0.96067,             0.00025037,             0.00025037,             0.00025037
                     32,                 1.6459,                0.96088,                0.98285,                 2.1008,                 1.4166,                0.95597,                0.84095,                0.76826,                 0.8544,                0.56772,                 1.6437,                0.93717,                0.98847,                 2.0542,                 1.3489,                0.95743,             0.00023873,             0.00023873,             0.00023873
                     33,                 1.6363,                0.95689,                0.98244,                 2.0831,                 1.4077,                0.95803,                0.82803,                0.79043,                0.85571,                 0.5648,                 1.6415,                0.93483,                0.98928,                 2.0504,                 1.3583,                0.95499,             0.00022709,             0.00022709,             0.00022709
                     34,                 1.6308,                0.94064,                0.98144,                 2.0892,                 1.3933,                0.95625,                 0.8292,                0.81232,                0.85881,                0.56763,                 1.6429,                0.91688,                0.98706,                 2.0476,                 1.3265,                0.95655,             0.00021544,             0.00021544,             0.00021544
                     35,                 1.6112,                0.93147,                0.97716,                 2.0744,                 1.3934,                0.95202,                 0.8562,                0.78105,                0.85812,                0.56072,                 1.6327,                0.91768,                0.98216,                 2.0299,                 1.3181,                0.95232,              0.0002038,              0.0002038,              0.0002038
                     36,                 1.6073,                0.92168,                0.97917,                 2.0566,                 1.3707,                0.95277,                0.81773,                0.80796,                0.86251,                0.57353,                   1.63,                0.90801,                0.98316,                 2.0276,                 1.3061,                0.95074,             0.00019216,             0.00019216,             0.00019216
                     37,                  1.598,                0.91703,                0.97536,                 2.0567,                 1.3629,                0.95294,                0.81222,                0.80666,                0.85894,                0.57583,                 1.6312,                0.91476,                0.98253,                 2.0421,                 1.3214,                0.95474,             0.00018052,             0.00018052,             0.00018052
                     38,                 1.6047,                0.92413,                0.97833,                 2.0532,                 1.3727,                0.95096,                0.84019,                0.77761,                0.85267,                0.57406,                 1.6276,                0.90254,                0.97911,                 2.0405,                 1.3062,                0.95149,             0.00016887,             0.00016887,             0.00016887
                     39,                 1.5983,                0.91464,                0.97346,                 2.0567,                 1.3621,                0.94688,                0.82005,                0.81431,                  0.866,                0.58385,                 1.6178,                 0.9034,                0.97999,                 2.0201,                 1.2958,                 0.9469,             0.00015723,             0.00015723,             0.00015723
                     40,                 1.5938,                0.90644,                 0.9696,                 2.0407,                 1.3435,                0.94415,                0.80686,                0.79926,                0.86495,                0.58119,                 1.6192,                0.89499,                0.98101,                 2.0132,                 1.2929,                0.94888,             0.00014559,             0.00014559,             0.00014559
                     41,                 1.6043,                0.93043,                0.97189,                 2.0076,                 1.3538,                0.95132,                0.83026,                0.80246,                0.86448,                0.58326,                 1.6198,                0.90722,                0.97951,                 2.0248,                 1.3259,                0.94882,             0.00013395,             0.00013395,             0.00013395
                     42,                 1.5835,                0.89862,                0.96608,                 1.9862,                 1.3083,                0.94611,                0.83359,                0.82859,                 0.8723,                0.58579,                 1.6381,                0.91877,                0.98302,                 2.0372,                 1.3339,                0.94954,              0.0001223,              0.0001223,              0.0001223
                     43,                 1.5741,                0.89129,                0.96792,                  1.973,                 1.2913,                0.94588,                0.80725,                0.81731,                0.86643,                0.58643,                 1.6279,                0.90658,                0.97768,                 2.0235,                 1.3078,                0.94657,             0.00011066,             0.00011066,             0.00011066
                     44,                 1.5732,                0.88255,                0.96134,                 1.9688,                 1.2875,                0.94008,                0.88196,                0.79847,                0.87495,                0.57671,                 1.6387,                0.90187,                0.98202,                 2.0203,                 1.3051,                0.94721,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     45,                 1.5571,                0.87303,                0.96126,                 1.9529,                 1.2679,                0.94229,                0.85082,                0.83434,                0.87479,                0.58529,                 1.6267,                0.89354,                0.97891,                 2.0164,                 1.2994,                0.94512,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     46,                 1.5466,                  0.859,                0.95989,                 1.9535,                 1.2515,                 0.9404,                 0.8383,                0.84002,                0.87475,                 0.5887,                 1.6143,                0.88992,                0.97719,                 2.0069,                 1.2884,                0.94569,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     47,                 1.5524,                0.86061,                0.95731,                 1.9513,                 1.2561,                0.93932,                0.80988,                0.85748,                 0.8768,                0.58949,                 1.6102,                0.88924,                0.97665,                 1.9988,                 1.2958,                0.94435,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     48,                 1.5304,                0.85043,                  0.956,                 1.9301,                 1.2317,                0.93753,                0.84775,                0.84158,                0.88192,                0.59386,                 1.6131,                0.88332,                0.97564,                 2.0047,                 1.2818,                0.94433,              5.245e-05,              5.245e-05,              5.245e-05
                     49,                 1.5219,                0.83909,                0.95215,                 1.9301,                 1.2331,                0.93237,                0.79541,                 0.8474,                0.87658,                0.58841,                 1.6096,                0.88029,                0.97531,                 2.0051,                 1.2849,                0.94447,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     50,                 1.5244,                  0.835,                0.95817,                 1.9319,                 1.2251,                0.93905,                0.80412,                0.85826,                0.87657,                0.58952,                 1.5992,                0.87793,                0.97182,                 1.9981,                 1.2729,                0.94308,             2.9165e-05,             2.9165e-05,             2.9165e-05
