                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.95652,                 1.6912,                0.74226,                0.99539,                0.80897,                0.65133,                0.73284,                0.55821,                 0.7902,                 0.6383,                0.70962,                0.47216,                0.89278,                 1.6692,                0.71374,                 1.0066,              0.0047035,              0.0047035,              0.0047035
                    109,                0.95463,                 1.6895,                0.73988,                0.99462,                0.80724,                0.65174,                0.73277,                0.55829,                0.79249,                0.63785,                 0.7107,                0.47244,                0.89264,                 1.6689,                0.71335,                 1.0065,               0.004654,               0.004654,               0.004654
                    110,                0.95754,                 1.6916,                0.74447,                  0.996,                0.80473,                0.65265,                0.73269,                0.55881,                0.78779,                0.63996,                0.71069,                0.47273,                0.89248,                 1.6688,                0.71305,                 1.0065,              0.0046045,              0.0046045,              0.0046045
                    111,                0.95394,                 1.6885,                0.73987,                0.99393,                0.80396,                0.65519,                 0.7324,                0.55845,                0.78621,                 0.6437,                 0.7109,                0.47285,                0.89231,                 1.6682,                0.71268,                 1.0065,               0.004555,               0.004555,               0.004555
                    112,                0.95269,                 1.6861,                0.73665,                0.99397,                0.80295,                0.65798,                0.73301,                0.55869,                0.78315,                0.64628,                0.71089,                0.47303,                0.89189,                 1.6678,                0.71236,                 1.0061,              0.0045055,              0.0045055,              0.0045055
                    113,                0.95341,                  1.681,                0.73845,                  0.993,                0.80235,                0.65893,                0.73279,                0.55877,                0.78418,                0.64587,                0.71011,                0.47291,                 0.8918,                  1.668,                 0.7124,                 1.0061,               0.004456,               0.004456,               0.004456
                    114,                0.95282,                 1.6907,                0.73715,                0.99416,                0.80253,                0.65981,                0.73308,                0.55917,                0.78534,                0.64677,                0.71044,                0.47292,                0.89163,                 1.6675,                0.71206,                  1.006,              0.0044065,              0.0044065,              0.0044065
                    115,                0.95056,                 1.6765,                0.73289,                0.99262,                  0.799,                0.66178,                0.73313,                0.55952,                0.78151,                0.64814,                0.71054,                0.47286,                0.89146,                 1.6674,                0.71207,                 1.0059,               0.004357,               0.004357,               0.004357
                    116,                0.95095,                 1.6831,                0.73359,                0.99306,                0.80119,                0.66172,                0.73355,                0.55984,                0.78378,                0.64801,                0.71104,                0.47295,                0.89102,                 1.6674,                0.71189,                 1.0057,              0.0043075,              0.0043075,              0.0043075
                    117,                0.94462,                 1.6737,                0.73079,                0.99184,                0.79969,                0.66311,                0.73342,                0.56023,                0.78243,                0.64812,                0.71122,                 0.4734,                0.89078,                 1.6667,                0.71176,                 1.0054,               0.004258,               0.004258,               0.004258
                    118,                0.94636,                 1.6745,                0.73006,                0.99111,                0.79833,                0.66214,                0.73428,                0.56078,                0.78332,                0.64624,                0.71099,                0.47354,                0.89056,                 1.6664,                0.71129,                 1.0053,              0.0042085,              0.0042085,              0.0042085
                    119,                0.94417,                 1.6724,                0.72776,                0.99034,                0.79847,                0.66258,                0.73403,                0.56084,                 0.7837,                0.64556,                0.71106,                0.47334,                0.89024,                 1.6661,                0.71084,                 1.0052,               0.004159,               0.004159,               0.004159
                    120,                0.94492,                 1.6742,                0.72535,                0.98962,                0.80014,                0.66212,                0.73421,                0.56106,                0.78535,                0.64597,                0.71143,                0.47359,                0.88985,                  1.666,                 0.7106,                 1.0049,              0.0041095,              0.0041095,              0.0041095
                    121,                0.94689,                 1.6766,                0.72843,                0.99131,                0.79933,                0.66411,                0.73436,                0.56089,                0.78321,                0.64976,                0.71172,                0.47404,                0.88956,                 1.6656,                0.71034,                 1.0048,                0.00406,                0.00406,                0.00406
                    122,                0.94509,                 1.6757,                0.72506,                0.98991,                0.79735,                0.66581,                0.73496,                0.56108,                0.78334,                0.65093,                0.71163,                  0.474,                0.88918,                 1.6657,                 0.7103,                 1.0047,              0.0040105,              0.0040105,              0.0040105
                    123,                0.94778,                 1.6692,                 0.7272,                0.99034,                0.79898,                0.66526,                0.73527,                0.56123,                0.78325,                0.65127,                0.71171,                 0.4738,                0.88906,                 1.6652,                0.71008,                 1.0047,               0.003961,               0.003961,               0.003961
                    124,                0.94446,                 1.6686,                0.72249,                0.98767,                0.79574,                0.66721,                0.73503,                0.56124,                0.77865,                0.65337,                0.71154,                0.47414,                0.88907,                 1.6655,                0.71008,                 1.0047,              0.0039115,              0.0039115,              0.0039115
                    125,                0.94319,                 1.6646,                0.72093,                0.98747,                0.79881,                0.66404,                0.73493,                0.56147,                0.78084,                0.65097,                0.71213,                0.47445,                0.88895,                  1.665,                0.70985,                 1.0046,               0.003862,               0.003862,               0.003862
                    126,                0.93796,                 1.6611,                0.71829,                0.98778,                0.79705,                0.66573,                0.73502,                0.56094,                0.77807,                0.65279,                0.71077,                0.47399,                0.88862,                 1.6647,                0.70964,                 1.0044,              0.0038125,              0.0038125,              0.0038125
                    127,                0.94154,                  1.666,                0.71973,                0.98766,                0.79576,                0.66727,                0.73478,                 0.5613,                0.77856,                0.65339,                0.71123,                  0.474,                0.88876,                 1.6646,                0.70978,                 1.0044,               0.003763,               0.003763,               0.003763
                    128,                0.94021,                   1.66,                 0.7184,                0.98749,                 0.7969,                0.66718,                0.73514,                0.56112,                0.77898,                0.65229,                0.71166,                0.47464,                0.88846,                 1.6639,                0.70948,                 1.0042,              0.0037135,              0.0037135,              0.0037135
                    129,                0.93895,                 1.6597,                0.71332,                0.98533,                0.79546,                0.66755,                0.73502,                0.56124,                0.77948,                0.65285,                0.71137,                0.47436,                0.88826,                 1.6635,                0.70908,                 1.0041,               0.003664,               0.003664,               0.003664
                    130,                0.93678,                 1.6589,                 0.7133,                0.98397,                0.79386,                0.66628,                0.73481,                0.56178,                0.77714,                0.65326,                0.71137,                0.47475,                0.88812,                 1.6633,                 0.7089,                  1.004,              0.0036145,              0.0036145,              0.0036145
                    131,                0.93639,                 1.6576,                0.71583,                0.98544,                0.79187,                0.66902,                0.73484,                0.56168,                0.77353,                0.65599,                0.71159,                0.47452,                0.88806,                 1.6631,                0.70854,                  1.004,               0.003565,               0.003565,               0.003565
                    132,                0.93438,                 1.6544,                 0.7168,                0.98489,                0.78898,                0.67053,                0.73497,                0.56171,                0.77214,                0.65665,                0.71174,                0.47454,                0.88788,                 1.6628,                0.70836,                 1.0038,              0.0035155,              0.0035155,              0.0035155
                    133,                0.93336,                 1.6507,                0.70949,                0.98291,                0.79221,                0.67075,                0.73507,                0.56209,                0.77677,                0.65708,                0.71237,                0.47453,                0.88778,                 1.6629,                0.70792,                 1.0038,               0.003466,               0.003466,               0.003466
                    134,                0.93332,                 1.6521,                0.70983,                0.98425,                0.79248,                0.67014,                0.73519,                0.56198,                0.77459,                0.65739,                0.71223,                0.47466,                0.88775,                 1.6626,                0.70771,                 1.0038,              0.0034165,              0.0034165,              0.0034165
                    135,                0.93655,                 1.6513,                0.71429,                0.98519,                0.79111,                0.66971,                 0.7351,                0.56218,                0.77541,                0.65687,                0.71166,                 0.4749,                0.88771,                 1.6623,                0.70753,                 1.0037,               0.003367,               0.003367,               0.003367
                    136,                0.93397,                 1.6539,                0.71131,                0.98342,                0.79144,                0.66899,                0.73499,                0.56249,                0.77618,                 0.6569,                0.71295,                0.47532,                0.88788,                 1.6626,                0.70775,                 1.0038,              0.0033175,              0.0033175,              0.0033175
                    137,                0.92929,                 1.6458,                0.70378,                0.98206,                0.79029,                0.67078,                0.73475,                0.56272,                0.77633,                0.65852,                0.71302,                0.47525,                0.88788,                 1.6624,                0.70764,                 1.0037,               0.003268,               0.003268,               0.003268
                    138,                0.92685,                 1.6456,                0.70589,                0.98252,                0.78978,                0.67253,                0.73475,                0.56242,                0.77483,                 0.6598,                0.71324,                0.47497,                0.88778,                 1.6619,                0.70749,                 1.0037,              0.0032185,              0.0032185,              0.0032185
                    139,                0.93014,                 1.6472,                0.70516,                0.98265,                0.78931,                0.67111,                0.73449,                0.56265,                0.77378,                0.65952,                0.71287,                0.47534,                0.88763,                 1.6622,                0.70742,                 1.0037,               0.003169,               0.003169,               0.003169
                    140,                0.92662,                  1.641,                0.70359,                0.98254,                0.79012,                 0.6697,                0.73464,                0.56266,                0.77496,                0.65753,                0.71233,                0.47515,                0.88727,                 1.6618,                0.70737,                 1.0036,              0.0031195,              0.0031195,              0.0031195
                    141,                0.92766,                 1.6445,                0.70109,                0.97984,                0.78767,                0.67073,                0.73447,                0.56174,                0.77161,                0.65649,                0.71148,                0.47457,                0.88725,                  1.662,                0.70739,                 1.0036,                0.00307,                0.00307,                0.00307
                    142,                0.92705,                 1.6424,                0.70016,                0.98017,                0.78557,                0.67048,                0.73413,                0.56208,                0.77006,                0.65819,                0.71179,                0.47464,                 0.8874,                 1.6622,                0.70784,                 1.0036,              0.0030205,              0.0030205,              0.0030205
                    143,                0.92193,                 1.6325,                0.69769,                0.97905,                0.78699,                0.66925,                0.73414,                0.56231,                0.76812,                0.65898,                0.71187,                 0.4747,                0.88733,                  1.662,                0.70787,                 1.0035,               0.002971,               0.002971,               0.002971
                    144,                 0.9223,                 1.6361,                0.69379,                0.97945,                0.79483,                0.66126,                0.73463,                0.56205,                0.76826,                0.65983,                0.71145,                0.47487,                0.88731,                 1.6622,                0.70795,                 1.0034,              0.0029215,              0.0029215,              0.0029215
                    145,                0.91899,                 1.6319,                0.69253,                0.97815,                0.79814,                0.65995,                0.73442,                0.56181,                0.76949,                0.65855,                0.71093,                0.47501,                0.88739,                 1.6623,                0.70797,                 1.0034,               0.002872,               0.002872,               0.002872
                    146,                  0.922,                 1.6325,                0.69381,                0.97755,                0.79692,                0.66106,                0.73476,                0.56188,                 0.7811,                0.65115,                0.71122,                0.47493,                0.88737,                 1.6623,                0.70795,                 1.0034,              0.0028225,              0.0028225,              0.0028225
                    147,                0.91467,                 1.6282,                0.68922,                0.97557,                0.79968,                0.65966,                 0.7346,                0.56215,                0.78317,                0.64776,                0.71066,                0.47481,                0.88729,                 1.6625,                 0.7076,                 1.0033,               0.002773,               0.002773,               0.002773
                    148,                0.91614,                 1.6293,                0.69223,                 0.9762,                0.79559,                0.66163,                0.73437,                0.56197,                 0.7878,                0.64144,                0.71061,                0.47467,                0.88701,                 1.6624,                0.70772,                 1.0031,              0.0027235,              0.0027235,              0.0027235
                    149,                0.91616,                   1.63,                  0.689,                0.97728,                 0.8007,                0.65874,                0.73432,                0.56236,                  0.787,                0.64421,                0.71071,                  0.475,                 0.8867,                 1.6624,                0.70759,                  1.003,               0.002674,               0.002674,               0.002674
                    150,                0.91642,                 1.6213,                 0.6896,                0.97704,                 0.7978,                0.66064,                0.73421,                0.56266,                0.78468,                0.64624,                0.71042,                0.47511,                0.88666,                 1.6625,                0.70756,                  1.003,              0.0026245,              0.0026245,              0.0026245
                    151,                0.91289,                 1.6244,                0.68672,                0.97439,                0.79861,                0.66113,                0.73445,                0.56315,                0.78491,                0.64676,                0.71036,                0.47498,                0.88659,                 1.6624,                0.70761,                 1.0027,               0.002575,               0.002575,               0.002575
                    152,                0.91253,                 1.6181,                0.68799,                0.97771,                0.79828,                0.66063,                0.73405,                0.56324,                0.78473,                 0.6476,                0.71012,                0.47513,                0.88661,                 1.6625,                0.70764,                 1.0027,              0.0025255,              0.0025255,              0.0025255
                    153,                0.91733,                 1.6234,                0.68587,                0.97417,                0.79613,                0.65989,                0.73363,                0.56329,                0.78413,                0.64748,                0.71041,                0.47538,                0.88669,                 1.6622,                0.70785,                 1.0028,               0.002476,               0.002476,               0.002476
                    154,                0.91509,                 1.6211,                0.68175,                0.97459,                0.79631,                 0.6608,                0.73356,                 0.5635,                0.78366,                0.64572,                0.71012,                0.47497,                0.88645,                 1.6622,                0.70802,                 1.0026,              0.0024265,              0.0024265,              0.0024265
                    155,                0.91215,                 1.6157,                0.67991,                0.97382,                0.79766,                0.65881,                0.73382,                0.56354,                0.78463,                0.64355,                0.71028,                0.47561,                 0.8862,                 1.6625,                0.70797,                 1.0025,               0.002377,               0.002377,               0.002377
                    156,                0.90857,                 1.6176,                0.68055,                0.97249,                0.79824,                0.65881,                0.73414,                 0.5632,                0.78754,                0.64087,                 0.7097,                0.47528,                 0.8861,                 1.6625,                  0.708,                 1.0024,              0.0023275,              0.0023275,              0.0023275
                    157,                0.90543,                 1.6063,                0.67509,                0.97187,                0.79735,                0.65972,                0.73397,                0.56296,                0.78491,                0.64174,                0.70984,                0.47481,                0.88581,                 1.6624,                0.70792,                 1.0022,               0.002278,               0.002278,               0.002278
                    158,                0.90805,                 1.6097,                0.67466,                0.97118,                0.79588,                0.65926,                0.73401,                0.56309,                0.78733,                0.64116,                0.71047,                0.47494,                0.88575,                 1.6622,                 0.7081,                 1.0022,              0.0022285,              0.0022285,              0.0022285
                    159,                0.90902,                  1.611,                0.67795,                0.97168,                0.79211,                0.66035,                 0.7334,                0.56269,                 0.7857,                0.64128,                 0.7106,                0.47456,                0.88578,                 1.6628,                0.70813,                 1.0021,               0.002179,               0.002179,               0.002179
                    160,                0.90437,                 1.6035,                0.67463,                0.97053,                0.79302,                0.65965,                0.73338,                0.56273,                0.78517,                0.64207,                0.71023,                0.47489,                0.88567,                  1.663,                0.70797,                 1.0022,              0.0021295,              0.0021295,              0.0021295
                    161,                0.90322,                 1.6084,                0.67276,                0.97056,                0.79482,                0.65948,                0.73364,                0.56252,                 0.7898,                0.63989,                 0.7107,                0.47504,                0.88558,                 1.6632,                0.70819,                 1.0021,                0.00208,                0.00208,                0.00208
                    162,                0.90311,                 1.6032,                0.67274,                0.96973,                 0.7967,                0.65768,                0.73322,                0.56232,                0.78842,                0.64076,                0.70942,                0.47469,                0.88554,                 1.6633,                0.70831,                 1.0022,              0.0020305,              0.0020305,              0.0020305
                    163,                0.89942,                 1.6026,                 0.6682,                0.96884,                0.79783,                0.65746,                0.73322,                0.56215,                0.79325,                0.63909,                0.70959,                0.47447,                0.88552,                 1.6634,                0.70868,                 1.0022,               0.001981,               0.001981,               0.001981
                    164,                0.89876,                 1.6015,                0.66644,                 0.9671,                0.79661,                0.65697,                0.73275,                0.56169,                0.80289,                0.63389,                0.70954,                0.47464,                0.88549,                 1.6634,                0.70869,                 1.0021,              0.0019315,              0.0019315,              0.0019315
                    165,                0.89983,                 1.5976,                0.66622,                0.96613,                0.79491,                0.65835,                0.73318,                0.56173,                0.79991,                0.63617,                0.70963,                0.47453,                0.88548,                  1.664,                0.70918,                 1.0021,               0.001882,               0.001882,               0.001882
                    166,                0.89939,                 1.5967,                0.66728,                0.96834,                 0.7967,                0.65649,                0.73307,                0.56169,                0.80014,                0.63424,                0.70952,                0.47466,                 0.8854,                 1.6639,                0.70942,                 1.0021,              0.0018325,              0.0018325,              0.0018325
                    167,                0.89851,                 1.5984,                0.66427,                0.96597,                0.79766,                0.65594,                 0.7332,                 0.5621,                0.80002,                0.63462,                0.70972,                0.47466,                0.88525,                 1.6643,                0.70937,                 1.0019,               0.001783,               0.001783,               0.001783
                    168,                0.89367,                 1.5895,                0.66085,                0.96547,                0.79534,                 0.6577,                0.73382,                0.56173,                0.79667,                0.63666,                0.71007,                 0.4749,                0.88524,                  1.664,                0.70912,                 1.0019,              0.0017335,              0.0017335,              0.0017335
                    169,                0.89412,                 1.5881,                0.66031,                0.96654,                0.80084,                0.65337,                0.73386,                0.56183,                0.79824,                0.63262,                0.70974,                0.47472,                0.88532,                  1.664,                0.70898,                 1.0019,               0.001684,               0.001684,               0.001684
                    170,                0.89469,                 1.5896,                0.66082,                0.96536,                0.79804,                0.65443,                0.73394,                0.56162,                0.79807,                0.63339,                0.71016,                0.47484,                0.88521,                  1.664,                0.70926,                 1.0019,              0.0016345,              0.0016345,              0.0016345
                    171,                0.89288,                   1.59,                0.65742,                0.96353,                 0.7961,                 0.6538,                0.73374,                0.56226,                0.79095,                0.63945,                0.71061,                0.47491,                0.88531,                 1.6641,                0.70922,                 1.0019,               0.001585,               0.001585,               0.001585
                    172,                0.89092,                 1.5804,                0.65559,                0.96496,                0.79592,                0.65462,                0.73361,                0.56209,                0.79181,                0.63915,                 0.7109,                0.47459,                0.88525,                  1.664,                0.70941,                 1.0019,              0.0015355,              0.0015355,              0.0015355
                    173,                0.88989,                 1.5836,                0.65352,                0.96357,                0.79638,                0.65518,                0.73312,                0.56279,                0.79181,                0.63837,                0.71033,                0.47534,                0.88537,                 1.6643,                0.70946,                 1.0019,               0.001486,               0.001486,               0.001486
                    174,                0.88703,                 1.5796,                0.65425,                0.96251,                0.79455,                0.65703,                0.73372,                0.56327,                0.79602,                0.63683,                0.71039,                0.47513,                 0.8853,                 1.6644,                0.70951,                 1.0018,              0.0014365,              0.0014365,              0.0014365
                    175,                0.88602,                 1.5778,                0.64822,                0.96099,                0.79333,                0.65907,                0.73371,                0.56293,                0.79759,                0.63609,                0.71067,                 0.4753,                0.88533,                 1.6646,                0.70956,                 1.0018,               0.001387,               0.001387,               0.001387
                    176,                0.88762,                 1.5819,                0.65186,                0.96225,                0.79159,                0.65853,                0.73363,                0.56331,                0.80095,                0.63523,                0.71071,                0.47553,                0.88518,                 1.6645,                0.70964,                 1.0017,              0.0013375,              0.0013375,              0.0013375
                    177,                0.88554,                 1.5753,                0.64844,                0.96142,                0.78684,                0.66091,                0.73393,                0.56339,                0.79811,                0.63539,                0.71088,                0.47552,                0.88516,                 1.6647,                0.70946,                 1.0016,               0.001288,               0.001288,               0.001288
                    178,                0.88439,                 1.5712,                0.64477,                0.96111,                0.78682,                0.66131,                0.73411,                 0.5632,                0.80049,                0.63449,                0.71088,                0.47544,                0.88517,                 1.6648,                0.70955,                 1.0016,              0.0012385,              0.0012385,              0.0012385
                    179,                0.88157,                  1.571,                0.64685,                0.96047,                0.78566,                0.66194,                0.73385,                0.56311,                0.79902,                0.63515,                0.71106,                0.47527,                0.88528,                 1.6646,                0.70955,                 1.0016,               0.001189,               0.001189,               0.001189
                    180,                0.88053,                 1.5639,                0.64679,                0.95999,                0.78962,                 0.6602,                 0.7341,                0.56303,                0.79923,                0.63586,                0.71141,                0.47556,                0.88551,                 1.6649,                0.70983,                 1.0017,              0.0011395,              0.0011395,              0.0011395
                    181,                0.87925,                 1.5641,                0.64134,                0.95941,                0.78691,                0.66109,                0.73388,                0.56314,                0.80287,                0.63439,                 0.7117,                0.47567,                0.88558,                 1.6651,                0.70962,                 1.0018,                0.00109,                0.00109,                0.00109
                    182,                 0.8807,                 1.5608,                0.63895,                0.95889,                0.78318,                 0.6634,                0.73393,                0.56322,                0.80799,                 0.6331,                0.71199,                0.47574,                0.88555,                 1.6652,                0.70944,                 1.0017,              0.0010405,              0.0010405,              0.0010405
                    183,                0.87628,                 1.5629,                0.63928,                0.95788,                0.78269,                0.66276,                0.73435,                0.56329,                0.80766,                0.63376,                 0.7125,                0.47641,                 0.8857,                 1.6651,                0.70956,                 1.0018,               0.000991,               0.000991,               0.000991
                    184,                0.87432,                 1.5566,                0.63603,                0.95738,                0.78499,                0.66026,                0.73423,                0.56361,                0.80878,                0.63339,                0.71265,                0.47638,                0.88578,                 1.6652,                0.70951,                 1.0018,              0.0009415,              0.0009415,              0.0009415
                    185,                 0.8768,                 1.5656,                0.63922,                0.95813,                0.78366,                0.66196,                0.73425,                0.56399,                0.80885,                0.63302,                0.71281,                0.47625,                0.88585,                 1.6656,                0.70931,                 1.0019,               0.000892,               0.000892,               0.000892
                    186,                0.87646,                 1.5593,                 0.6379,                 0.9573,                0.78542,                  0.661,                0.73451,                0.56436,                0.81017,                 0.6308,                 0.7125,                 0.4764,                0.88586,                 1.6657,                0.70942,                 1.0018,              0.0008425,              0.0008425,              0.0008425
                    187,                0.87622,                 1.5593,                0.63384,                0.95625,                0.78479,                0.66164,                 0.7344,                0.56403,                0.81054,                0.63018,                0.71193,                0.47654,                0.88605,                  1.666,                0.70946,                 1.0019,               0.000793,               0.000793,               0.000793
                    188,                0.87275,                 1.5528,                  0.631,                0.95638,                0.78447,                0.66199,                0.73419,                0.56385,                0.81336,                0.62937,                0.71194,                0.47659,                0.88576,                 1.6658,                 0.7093,                 1.0018,              0.0007435,              0.0007435,              0.0007435
                    189,                0.86975,                 1.5527,                0.62707,                0.95517,                0.78547,                0.66096,                0.73437,                0.56373,                0.81282,                0.62984,                0.71179,                0.47649,                 0.8859,                 1.6658,                0.70928,                 1.0018,               0.000694,               0.000694,               0.000694
                    190,                0.86952,                 1.5503,                0.63074,                0.95459,                0.78591,                0.66039,                0.73411,                0.56331,                0.80323,                0.63178,                0.71198,                0.47633,                0.88588,                 1.6658,                0.70903,                 1.0018,              0.0006445,              0.0006445,              0.0006445
                    191,                 0.8737,                 1.5365,                0.59898,                0.95262,                0.78609,                0.65978,                0.73399,                0.56357,                0.80045,                0.63258,                0.71226,                 0.4765,                 0.8859,                  1.666,                0.70935,                 1.0018,               0.000595,               0.000595,               0.000595
                    192,                0.86677,                 1.5263,                  0.589,                0.95024,                  0.788,                0.65958,                0.73439,                0.56355,                0.80026,                0.63519,                0.71261,                0.47668,                0.88595,                 1.6661,                0.70914,                 1.0017,              0.0005455,              0.0005455,              0.0005455
                    193,                0.86451,                 1.5158,                 0.5845,                 0.9483,                0.79034,                0.65798,                0.73433,                0.56347,                0.80083,                0.63424,                0.71238,                0.47669,                0.88622,                 1.6663,                0.70931,                 1.0018,               0.000496,               0.000496,               0.000496
                    194,                0.86145,                 1.5195,                0.58194,                0.94748,                0.78864,                0.65879,                0.73421,                0.56361,                0.80062,                0.63494,                0.71234,                0.47657,                0.88608,                 1.6663,                0.70933,                 1.0017,              0.0004465,              0.0004465,              0.0004465
                    195,                0.86065,                 1.5198,                0.57959,                0.94772,                0.79101,                0.65795,                0.73408,                0.56341,                0.79934,                0.63589,                0.71239,                0.47653,                0.88615,                 1.6665,                0.70939,                 1.0017,               0.000397,               0.000397,               0.000397
                    196,                0.85665,                 1.5119,                0.57629,                0.94477,                0.79532,                0.65572,                0.73431,                 0.5639,                0.79653,                0.63921,                0.71236,                0.47662,                0.88617,                 1.6666,                0.70934,                 1.0017,              0.0003475,              0.0003475,              0.0003475
                    197,                0.85397,                 1.5069,                0.57197,                 0.9427,                0.80249,                0.65209,                0.73438,                0.56328,                0.79633,                 0.6383,                0.71288,                0.47651,                0.88641,                 1.6667,                0.70949,                 1.0019,               0.000298,               0.000298,               0.000298
                    198,                0.85262,                 1.5064,                0.56879,                0.94391,                0.80465,                0.65157,                0.73427,                0.56345,                0.79583,                0.63865,                 0.7123,                0.47678,                0.88667,                 1.6668,                 0.7092,                  1.002,              0.0002485,              0.0002485,              0.0002485
                    199,                0.85086,                 1.5031,                0.56944,                0.94336,                0.80675,                0.64942,                 0.7343,                 0.5635,                0.79677,                0.63769,                0.71266,                0.47683,                0.88662,                  1.667,                0.70895,                  1.002,               0.000199,               0.000199,               0.000199
                    200,                0.85083,                 1.5039,                 0.5679,                0.94328,                0.79315,                0.65588,                0.73406,                0.56358,                0.79744,                0.63917,                0.71273,                0.47697,                0.88661,                  1.667,                0.70868,                  1.002,              0.0001495,              0.0001495,              0.0001495
